chembl_id,drug_name,SMILES,from_protein,from_pathway,from_moa,protein_row_indices,pathway_row_indices,moa_row_indices,phase,status,gene_symbols,pathways,pathway_ids,mechanisms,disease_ids,disease_names,support_sources_count,n_genes,n_pathways,n_moas
CHEMBL655,MIDAZOLAM,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,True,False,True,482;1411;1634;1680;2040;2086;2450,,281,4.0,,GABRA1;GABRA2;GABRA3;GABRA5;GABRG1;GABRG2;GABRG3,,,GABA-A receptor; anion channel positive allosteric modulator,EFO_0000474,epilepsy,2,7,0,2
CHEMBL656,OXYCODONE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,True,True,True,270,240;1274;7187,658,4.0,,OPRM1,G alpha (i) signalling events;Interleukin-4 and Interleukin-13 signaling;Peptide ligand-binding receptors,R-HSA-375276;R-HSA-418594;R-HSA-6785807,Mu opioid receptor agonist,EFO_0003843,pain,3,1,3,1
CHEMBL657,DIPHENHYDRAMINE,CN(C)CCOC(c1ccccc1)c1ccccc1,True,True,False,989,6619,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,HP_0000989,Pruritus,2,1,1,0
CHEMBL658,SUFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,True,True,False,324,294;1328;7241,,3.0,Completed,OPRM1,G alpha (i) signalling events;Interleukin-4 and Interleukin-13 signaling;Peptide ligand-binding receptors,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,EFO_0000546,injury,2,1,3,0
CHEMBL660,AMANTADINE,NC12CC3CC(CC(C3)C1)C2,True,True,False,711;1609;1958;2183;2604;2648;2672,3617;6801;6828;6855;6888;7046;7073;7100;7127,,4.0,Completed,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B,"Assembly and cell surface presentation of NMDA receptors;EPHB-mediated forward signaling;Long-term potentiation;Negative regulation of NMDA receptor-mediated neuronal transmission;Neurexins and neuroligins;RAF/MAP kinase cascade;Ras activation upon Ca2+ influx through NMDA receptor;Synaptic adhesion-like molecules;Unblocking of NMDA receptors, glutamate binding and activation",R-HSA-3928662;R-HSA-438066;R-HSA-442982;R-HSA-5673001;R-HSA-6794361;R-HSA-8849932;R-HSA-9609736;R-HSA-9617324;R-HSA-9620244,,MONDO_0005180,Parkinson disease,2,7,9,0
CHEMBL661,ALPRAZOLAM,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,True,False,True,484;1413;1636;1682;2044;2090;2451,,245,4.0,Completed;Terminated,GABRA1;GABRA2;GABRA3;GABRA5;GABRG1;GABRG2;GABRG3,,,GABA-A receptor; anion channel positive allosteric modulator,EFO_0004262,panic disorder,2,7,0,2
CHEMBL6622,ISOSORBIDE DINITRATE,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],True,True,True,66,7682,238,4.0,,GUCY1B1,Smooth Muscle Contraction,R-HSA-445355,Soluble guanylate cyclase activator,EFO_0000319,cardiovascular disease,3,1,1,1
CHEMBL668,PROTRIPTYLINE,CNCCCC1c2ccccc2C=Cc2ccccc21,True,False,False,1277,,,4.0,,SLC6A4,,,,MONDO_0002009,major depressive disorder,1,1,0,0
CHEMBL679,EPINEPHRINE,CNC[C@H](O)c1ccc(O)c(O)c1,True,True,False,356;1304;1363;1472;1832;2511,819;875;934;979;1038;1083;1135;1194;1367;1426;1471;6481;6681,,4.0,,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (12/13) signalling events;G alpha (i) signalling events;G alpha (q) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-416476;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0000319,cardiovascular disease,2,6,8,0
CHEMBL68055,ACOLBIFENE,CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,True,False,False,2316,,,2.0,Completed,ESR1,,,,MONDO_0007254,breast cancer,1,1,0,0
CHEMBL681,ETOMIDATE,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,True,False,False,508;1437;1522;1661;1707;1748;1781;1802;1875;1936;2068;2114;2475;2561;2584;2632,,,3.0,Withdrawn,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ,,,,EFO_0000537,hypertension,1,16,0,0
CHEMBL685,MEBENDAZOLE,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,False,False,True,,,42,,,,,,Tubulin inhibitor,,,1,0,0,1
CHEMBL686,MEFENAMIC ACID,Cc1cccc(Nc2ccccc2C(=O)O)c1C,True,True,True,135;929,358;4476;5569;5629;5685;6069;6143;6217;6291;6365;6439,147,4.0,,PTGS1;PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;COX reactions;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-140180;R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,Cyclooxygenase inhibitor,EFO_0005755,rheumatic disease,3,2,10,1
CHEMBL688,FENTANYL CITRATE,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,True,True,True,271,241;1275;7188,637,4.0,,OPRM1,G alpha (i) signalling events;Interleukin-4 and Interleukin-13 signaling;Peptide ligand-binding receptors,R-HSA-375276;R-HSA-418594;R-HSA-6785807,Mu opioid receptor agonist,EFO_0003843,pain,3,1,3,1
CHEMBL690,PRAVASTATIN SODIUM,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],True,True,True,734,7613;7628;7643;7658,43,4.0,,HMGCR,Activation of gene expression by SREBF (SREBP);Cholesterol biosynthesis;EGR2 and SOX10-mediated initiation of Schwann cell myelination;PPARA activates gene expression,R-HSA-191273;R-HSA-1989781;R-HSA-2426168;R-HSA-9619665,HMG-CoA reductase inhibitor,EFO_0000319,cardiovascular disease,3,1,4,1
CHEMBL691,ETHINYL ESTRADIOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,True,False,False,2280,,,4.0,,ESR1,,,,EFO_0000616,neoplasm,1,1,0,0
CHEMBL70,MORPHINE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,True,True,False,272,242;1276;7189,,4.0,Completed,OPRM1,G alpha (i) signalling events;Interleukin-4 and Interleukin-13 signaling;Peptide ligand-binding receptors,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,EFO_0003843,pain,2,1,3,0
CHEMBL704,MESALAMINE,Nc1ccc(O)c(C(=O)O)c1,True,True,True,108;895,331;4449;5535;5595;5658;6042;6116;6190;6264;6338;6412,148,4.0,,PTGS1;PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;COX reactions;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-140180;R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,Cyclooxygenase inhibitor,EFO_0000729,ulcerative colitis,3,2,10,1
CHEMBL70418,CLOBAZAM,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,True,False,True,489;1417;1652;1697;2050;2108;2463,,246,4.0,,GABRA1;GABRA2;GABRA3;GABRA5;GABRG1;GABRG2;GABRG3,,,GABA-A receptor; anion channel positive allosteric modulator,EFO_0005230,anxiety,2,7,0,2
CHEMBL705,ALITRETINOIN,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,True,True,False,181;1762;1889,5983;6009;6018,,4.0,,RARA;RARB;RARG,Activation of anterior HOX genes in hindbrain development during early embryogenesis;Nuclear Receptor transcription pathway;Signaling by Retinoic Acid,R-HSA-383280;R-HSA-5617472,,EFO_0000558,Kaposi's sarcoma,2,3,3,0
CHEMBL707,DOXAZOSIN,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,True,True,False,376;1480;1839,839;6501;6701,,4.0,Completed;Unknown status,ADRA1A;ADRA1B;ADRA1D,Adrenoceptors;G alpha (12/13) signalling events;G alpha (q) signalling events,R-HSA-390696;R-HSA-416476;R-HSA-418597,,EFO_0000537,hypertension,2,3,3,0
CHEMBL709,ALFUZOSIN,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,True,True,False,362;1454;1825,825;6487;6687,,4.0,Completed,ADRA1A;ADRA1B;ADRA1D,Adrenoceptors;G alpha (12/13) signalling events;G alpha (q) signalling events,R-HSA-390696;R-HSA-416476;R-HSA-418597,,EFO_0000284,benign prostatic hyperplasia,2,3,3,0
CHEMBL71,CHLORPROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,False,False,True,,,657,,,,,,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL715,OLANZAPINE,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,False,False,True,,,679,,,,,,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL723,CARVEDILOL,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,True,True,False,370;1473;1820,833;6495;6695,,4.0,,ADRA1A;ADRA1B;ADRA1D,Adrenoceptors;G alpha (12/13) signalling events;G alpha (q) signalling events,R-HSA-390696;R-HSA-416476;R-HSA-418597,,EFO_0000319,cardiovascular disease,2,3,3,0
CHEMBL729,LOPINAVIR,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,False,False,True,,,389,,,,,,Human immunodeficiency virus type 1 protease inhibitor,,,1,0,0,1
CHEMBL730,NITROGLYCERIN,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],True,True,True,67,7683,218,4.0,,GUCY1B1,Smooth Muscle Contraction,R-HSA-445355,Soluble guanylate cyclase activator,EFO_0000319,cardiovascular disease,3,1,1,1
CHEMBL73451,MEQUITAZINE,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,True,True,False,1018,6648,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,MONDO_0005271,allergic disease,2,1,1,0
CHEMBL738,THIOPENTAL SODIUM,CCCC(C)C1(CC)C(=O)[N-]C(=S)NC1=O.[Na+],True,False,True,1534;1760;2595,,262,1.0,Completed,GABRB1;GABRB2;GABRB3,,,GABA-A receptor; anion channel positive allosteric modulator,EFO_1001454,amnesia,2,3,0,2
CHEMBL742,KETAMINE,CNC1(c2ccccc2Cl)CCCCC1=O,True,True,False,715;1614;1959;2186;2607;2653;2677,3621;6805;6832;6859;6892;7050;7077;7104;7131,,3.0,"Active, not recruiting;Not yet recruiting;Withdrawn",GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B,"Assembly and cell surface presentation of NMDA receptors;EPHB-mediated forward signaling;Long-term potentiation;Negative regulation of NMDA receptor-mediated neuronal transmission;Neurexins and neuroligins;RAF/MAP kinase cascade;Ras activation upon Ca2+ influx through NMDA receptor;Synaptic adhesion-like molecules;Unblocking of NMDA receptors, glutamate binding and activation",R-HSA-3928662;R-HSA-438066;R-HSA-442982;R-HSA-5673001;R-HSA-6794361;R-HSA-8849932;R-HSA-9609736;R-HSA-9617324;R-HSA-9620244,,EFO_0000474;EFO_0000546,epilepsy;injury,2,7,9,0
CHEMBL74355,VOLINANSERIN,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,False,False,True,,,696,,,,,,Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL753,PHENOXYBENZAMINE,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,True,True,False,358;1305;1356;1464;1833;2504,821;876;927;980;1031;1084;1136;1187;1368;1419;1472;6483;6683,,4.0,,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (12/13) signalling events;G alpha (i) signalling events;G alpha (q) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-416476;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0000319,cardiovascular disease,2,6,8,0
CHEMBL75435,DEXKETOPROFEN,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,True,True,True,136;913,359;4477;5553;5613;5686;6070;6144;6218;6292;6366;6440,165,4.0,,PTGS1;PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;COX reactions;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-140180;R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,Cyclooxygenase inhibitor,EFO_0005755,rheumatic disease,3,2,10,1
CHEMBL761,NAPHAZOLINE,c1ccc2c(CC3=NCCN3)cccc2c1,True,True,False,384;1329;1385;1491;1851;2532,847;900;956;1004;1060;1108;1160;1216;1392;1448;1496;6509;6709,,4.0,,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (12/13) signalling events;G alpha (i) signalling events;G alpha (q) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-416476;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0005751,eye allergy,2,6,8,0
CHEMBL762,OXYMETAZOLINE,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,True,True,False,385;1334;1386;1492;1852;2526,848;905;957;1009;1061;1113;1165;1217;1397;1449;1501;6510;6710,,4.0,,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (12/13) signalling events;G alpha (i) signalling events;G alpha (q) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-416476;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0005751,eye allergy,2,6,8,0
CHEMBL76222,REBIMASTAT,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,True,True,True,617;623;631,29;34;46;53;58;70;84;89;101;115;129;234;3030,356,2.0,Completed,MMP1;MMP13;MMP8,Activation of Matrix Metalloproteinases;Basigin interactions;Collagen degradation;Degradation of the extracellular matrix;Interleukin-4 and Interleukin-13 signaling;Neutrophil degranulation;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-1442490;R-HSA-1474228;R-HSA-1592389;R-HSA-381426;R-HSA-6785807;R-HSA-6798695,Matrix metalloproteinase 13 inhibitor | Matrix metalloproteinase 8 inhibitor | Matrix metalloproteinase-1 inhibitor,EFO_0000673,prostate adenocarcinoma,3,3,7,1
CHEMBL770,TOLAZOLINE,c1ccc(CC2=NCCN2)cc1,True,True,False,359;745;949;1306;1364;1474;1821;2505,822;877;935;981;1039;1085;1137;1195;1369;1427;1473;5814;6484;6579;6684,,4.0,,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;HRH1;HRH2,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (12/13) signalling events;G alpha (i) signalling events;G alpha (q) signalling events;G alpha (s) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-416476;R-HSA-418555;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0000319,cardiovascular disease,2,8,9,0
CHEMBL778,DEXMEDETOMIDINE,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,True,True,False,1340;1392;2539,911;963;1015;1067;1119;1171;1223;1403;1455;1507,,3.0,Recruiting,ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (i) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0000546,injury,2,3,6,0
CHEMBL779,TADALAFIL,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,True,True,True,869,7669;7696;7709,444,4.0,,PDE5A,RHOBTB1 GTPase cycle;Smooth Muscle Contraction;cGMP effects,R-HSA-418457;R-HSA-445355;R-HSA-9013422,Phosphodiesterase 5A inhibitor,EFO_0000284,benign prostatic hyperplasia,3,1,3,1
CHEMBL781,MAZINDOL,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,True,False,False,1239,,,4.0,,SLC6A4,,,,EFO_0001073,obesity,1,1,0,0
CHEMBL786,TAMOXIFEN CITRATE,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,True,False,False,2297,,,4.0,,ESR1,,,,MONDO_0007254,breast cancer,1,1,0,0
CHEMBL787,MONTELUKAST,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,True,True,False,1228,618;6575,,4.0,Unknown status,CYSLTR1,G alpha (q) signalling events;Potential therapeutics for SARS,R-HSA-416476;R-HSA-9679191,,EFO_0003956,seasonal allergic rhinitis,2,1,2,0
CHEMBL80,NALOXONE,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,True,True,False,316,286;1320;7233,,4.0,,OPRM1,G alpha (i) signalling events;Interleukin-4 and Interleukin-13 signaling;Peptide ligand-binding receptors,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,HP_0002019,Constipation,2,1,3,0
CHEMBL803,CYTARABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,False,False,True,,,405,,,,,,RNA inhibitor,,,1,0,0,1
CHEMBL806,FLUTAMIDE,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,True,True,True,544,1967;5882;7786,73,4.0,,AR,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;SUMOylation of intracellular receptors,R-HSA-3371497;R-HSA-383280;R-HSA-4090294,Androgen Receptor antagonist,EFO_0000313,carcinoma,3,1,3,1
CHEMBL807,MEMANTINE,CC12CC3CC(C)(C1)CC(N)(C3)C2,True,True,False,709;1607;1952;2179;2600;2644;2669,3615;6799;6826;6853;6886;7044;7071;7098;7125,,4.0,Completed,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B,"Assembly and cell surface presentation of NMDA receptors;EPHB-mediated forward signaling;Long-term potentiation;Negative regulation of NMDA receptor-mediated neuronal transmission;Neurexins and neuroligins;RAF/MAP kinase cascade;Ras activation upon Ca2+ influx through NMDA receptor;Synaptic adhesion-like molecules;Unblocking of NMDA receptors, glutamate binding and activation",R-HSA-3928662;R-HSA-438066;R-HSA-442982;R-HSA-5673001;R-HSA-6794361;R-HSA-8849932;R-HSA-9609736;R-HSA-9617324;R-HSA-9620244,,HP_0000726,Dementia,2,7,9,0
CHEMBL809,SERTRALINE,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,True,False,False,1273,,,4.0,Terminated,SLC6A4,,,,MONDO_0002050,depressive disorder,1,1,0,0
CHEMBL811,BROMPHENIRAMINE,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,True,True,False,1019,6649,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,MONDO_0005271,allergic disease,2,1,1,0
CHEMBL813,EPROSARTAN,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,True,True,False,582,6536;7155;7266;7286,,4.0,,AGTR1,Cargo recognition for clathrin-mediated endocytosis;Clathrin-mediated endocytosis;G alpha (q) signalling events;Peptide ligand-binding receptors,R-HSA-375276;R-HSA-416476;R-HSA-8856825;R-HSA-8856828,,EFO_0000319,cardiovascular disease,2,1,4,0
CHEMBL814,FLUVOXAMINE,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,True,False,False,1274,,,4.0,Unknown status,SLC6A4,,,,MONDO_0002050,depressive disorder,1,1,0,0
CHEMBL82301,VICRIVIROC,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,True,True,False,217,1259;4376;6758;6782,,3.0,Completed,CCR5,Binding and entry of HIV virion;Chemokine receptors bind chemokines;G alpha (i) signalling events;Interleukin-10 signaling,R-HSA-173107;R-HSA-380108;R-HSA-418594;R-HSA-6783783,,EFO_0000764,HIV infection,2,1,4,0
CHEMBL829,METHYLPROMAZINE,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,True,True,False,1008,6638,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,MONDO_0005271,allergic disease,2,1,1,0
CHEMBL83,TAMOXIFEN,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,True,False,False,2281,,,4.0,,ESR1,,,,EFO_0000616,neoplasm,1,1,0,0
CHEMBL831,LOXAPINE,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,False,False,True,,,659,,,,,,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL833,TICLOPIDINE,Clc1ccccc1CN1CCc2sccc2C1,True,True,False,470,1355,,4.0,,P2RY12,G alpha (i) signalling events,R-HSA-418594,,HP_0004419,Recurrent thrombophlebitis,2,1,1,0
CHEMBL836,TAMSULOSIN,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,True,True,False,348;1455;1810,811;6473;6673,,4.0,Completed,ADRA1A;ADRA1B;ADRA1D,Adrenoceptors;G alpha (12/13) signalling events;G alpha (q) signalling events,R-HSA-390696;R-HSA-416476;R-HSA-418597,,EFO_0000284,benign prostatic hyperplasia,2,3,3,0
CHEMBL838,BENAZEPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,True,True,False,645,441,,4.0,,ACE,Metabolism of Angiotensinogen to Angiotensins,R-HSA-2022377,,EFO_0000319,cardiovascular disease,2,1,1,0
CHEMBL841,LOPERAMIDE,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,True,True,False,327,297;1331;7244,,3.0,Completed,OPRM1,G alpha (i) signalling events;Interleukin-4 and Interleukin-13 signaling;Peptide ligand-binding receptors,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,EFO_0003060,non-small cell lung carcinoma,2,1,3,0
CHEMBL844,BRIMONIDINE,Brc1c(NC2=NCCN2)ccc2nccnc12,True,True,False,1330;1383;2533,901;954;1005;1058;1109;1161;1214;1393;1446;1497,,4.0,,ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (i) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0005751,eye allergy,2,3,6,0
CHEMBL846,CALCITRIOL,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,True,True,True,238,5991;7768;7886,20,4.0,Completed,VDR,Nuclear Receptor transcription pathway;SUMOylation of intracellular receptors;Vitamin D (calciferol) metabolism,R-HSA-196791;R-HSA-383280;R-HSA-4090294,Vitamin D receptor agonist,EFO_0000676,psoriasis,3,1,3,1
CHEMBL85,RISPERIDONE,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,False,False,True,,,677,,,,,,Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL855,TRIPROLIDINE,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,True,True,False,1009,6639,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,MONDO_0005271,allergic disease,2,1,1,0
CHEMBL856,PRIMIDONE,CCC1(c2ccccc2)C(=O)NCNC1=O,True,False,True,1508;1736;2570,,265,4.0,,GABRB1;GABRB2;GABRB3,,,GABA-A receptor; anion channel positive allosteric modulator,EFO_0000474,epilepsy,2,3,0,2
CHEMBL862,GUANFACINE,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,True,True,False,1313;1365;2512,884;936;988;1040;1092;1144;1196;1376;1428;1480,,4.0,,ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (i) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0000537,hypertension,2,3,6,0
CHEMBL864,CARBINOXAMINE,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,True,True,False,1010,6640,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,MONDO_0005271,allergic disease,2,1,1,0
